,company_name,rating,description,highly rated for,critically rated for
704,Punjab National Bank,4.1,Banking | 1 Lakh+ Employees | Fortune India 500 | 130 years old | Delhi/NCR +179 more,"Job Security, Salary & Benefits, Promotions / Appraisal",--
705,Iksula,3.7,IT Services & Consulting | 501-1k Employees | 17 years old | Mumbai +116 more,--,"Promotions / Appraisal, Job Security, Salary & Benefits"
706,Physicswallah,3.9,EdTech | 10k-50k Employees | Indian Unicorn | 5 years old | Noida +64 more,Skill Development / Learning,"Promotions / Appraisal, Job Security"
707,Jakson Group,4.5,Power | 5k-10k Employees | 77 years old | Noida +81 more,"Company Culture, Skill Development / Learning, Work Life Balance",--
708,Northern Trust Operating Services,4.1,Financial Services | 5k-10k Employees | Forbes Global 2000 | 135 years old | Chicago +16 more,"Job Security, Company Culture, Work Life Balance",--
709,Fino Payments Bank,4.0,Banking | 1k-5k Employees | 18 years old | Mumbai +215 more,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal
710,SYSKA LED Lights,2.9,Consumer Electronics & Appliances | 1k-5k Employees (Global) | Startup | 12 years old | Pune +152 more,--,"Promotions / Appraisal, Salary & Benefits, Company Culture"
711,Saipem,4.0,Engineering & Construction | 1k-5k Employees | Forbes Global 2000 | 67 years old | San Donato Milanese +37 more,"Job Security, Work Life Balance, Work Satisfaction",Promotions / Appraisal
712,LivSpace,3.5,Architecture & Interior Design | 1k-5k Employees | Indian Unicorn | 9 years old | Bangalore +37 more,--,"Promotions / Appraisal, Job Security, Work Satisfaction"
713,FDC,4.0,Pharma | 5k-10k Employees | Public | 84 years old | Mumbai +98 more,--,Promotions / Appraisal
714,ECIL,4.1,Electronics Manufacturing | 1k-5k Employees | Public | 57 years old | Hyderabad/Secunderabad +41 more,"Work Life Balance, Work Satisfaction, Company Culture",Promotions / Appraisal
715,Health Care Global Enterprises,4.2,Healthcare | 5k-10k Employees | Public | 35 years old | Bangalore/Bengaluru +41 more,"Skill Development / Learning, Work Life Balance, Job Security",--
716,Valeo,4.1,Auto Components | 5k-10k Employees | Forbes Global 2000 | 101 years old | Paris +19 more,"Job Security, Salary & Benefits, Work Life Balance",--
717,Tietoevry,4.3,IT Services & Consulting | 1k-5k Employees | Public | 5 years old | Helsinki +9 more,"Work Life Balance, Company Culture, Job Security",--
718,BVG India,4.1,Facility Management Services | 50k-1 Lakh Employees | 27 years old | Pune +91 more,Work Life Balance,Promotions / Appraisal
719,Devyani International,3.9,Hospitality | 10k-50k Employees | Public | 33 years old | Gurgaon/Gurugram +90 more,--,"Promotions / Appraisal, Salary & Benefits"
720,Aditya Birla Health Insurance Co,3.9,Insurance | 1k-5k Employees | 9 years old | Mumbai +184 more,"Job Security, Skill Development / Learning",Promotions / Appraisal
721,Best Sellers,4.2,Fashion & Textile | 501-1k Employees | 49 years old | Brande +77 more,"Skill Development / Learning, Company Culture, Job Security",--
722,VMware Software,4.4,Software Product | 5k-10k Employees | Forbes Global 2000 | 26 years old | Palo Alto +17 more,"Company Culture, Salary & Benefits, Work Life Balance",--
723,Suryoday Small Finance Bank,4.1,Banking | 5k-10k Employees | 16 years old | Mumbai +153 more,"Job Security, Skill Development / Learning, Salary & Benefits",--
724,Goldman Sachs,3.6,Investment Banking / Venture Capital / Private Equity | 5k-10k Employees | 21 years old | New York +18 more,--,"Work Life Balance, Job Security, Work Satisfaction"
725,Paytm Payments Bank,4.0,FinTech | 1k-5k Employees | Public | 8 years old | Noida +107 more,--,Promotions / Appraisal
726,SKF,4.0,Auto Components | 1k-5k Employees | Public | 101 years old | Gothenburg +64 more,"Work Life Balance, Company Culture, Skill Development / Learning","Promotions / Appraisal, Job Security"
727,DISH TV,3.7,Broadcasting | 201-500 Employees | Public | 21 years old | Noida +136 more,--,"Promotions / Appraisal, Job Security"
728,AGS Transact Technologies,3.5,FinTech | 1k-5k Employees | 22 years old | Mumbai +101 more,--,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
729,Burger King,4.0,Hospitality | 5k-10k Employees | 10 years old | Miami +91 more,Skill Development / Learning,--
730,Fidelity National Financial,3.8,Financial Services | 1k-5k Employees | Forbes Global 2000 | 177 years old | Bangalore Rural +10 more,Job Security,"Promotions / Appraisal, Work Satisfaction"
731,Oil And Natural Gas Corporation,4.3,Oil & Gas | 10k-50k Employees | Public | 68 years old | Delhi/NCR +63 more,"Job Security, Work Life Balance, Work Satisfaction",--
732,Foxconn,4.1,Electronics Manufacturing | 10k-50k Employees | 50 years old | Taipei +38 more,"Job Security, Skill Development / Learning, Work Life Balance",--
733,Wheelseye Technology,3.7,Internet | 1k-5k Employees | Startup | 7 years old | Gurgaon +176 more,--,"Job Security, Promotions / Appraisal, Salary & Benefits"
734,DENSO,4.2,Auto Components | 1k-5k Employees | Public | 77 years old | Kariya +35 more,"Job Security, Company Culture, Salary & Benefits",--
735,SAI Life Sciences,3.9,Pharma | 1k-5k Employees | Public | 25 years old | Hyderabad +16 more,"Skill Development / Learning, Salary & Benefits",Promotions / Appraisal
736,Xyz Company,3.8,Financial Services | 51-200 Employees (Global) | Mumbai +89 more,"Company Culture, Job Security, Skill Development / Learning",--
737,Clover Infotech,3.7,IT Services & Consulting | 1k-5k Employees | 30 years old | Mumbai +16 more,--,"Promotions / Appraisal, Company Culture, Salary & Benefits"
738,ManpowerGroup,4.0,Recruitment | 50k-1 Lakh Employees | Forbes Global 2000 | 29 years old | New Delhi +119 more,Work Life Balance,"Promotions / Appraisal, Job Security"
739,Sansera Engineering,4.2,Auto Components | 1k-5k Employees | Public | 38 years old | Bangalore/Bengaluru +21 more,"Skill Development / Learning, Company Culture, Job Security",--
740,Apco Infratech,3.9,Engineering & Construction | 1k-5k Employees | 32 years old | Lucknow +70 more,--,Company Culture
741,Sheenlac Paints,4.6,Chemicals | 501-1k Employees | Public | 62 years old | Chennai +135 more,"Salary & Benefits, Company Culture, Work Life Balance",--
742,Shriram Pistons & Rings,4.1,Auto Components | 1k-5k Employees | Public | 61 years old | Delhi/NCR +54 more,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal
743,Tata 1mg,3.7,Internet | 1k-5k Employees | 9 years old | Gurgaon +51 more,--,"Promotions / Appraisal, Job Security, Work Satisfaction"
744,QualityKiosk Technologies,3.7,IT Services & Consulting | 1k-5k Employees | 24 years old | Mumbai +16 more,--,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
745,Schindler,4.0,Industrial Machinery | 5k-10k Employees | Pune +61 more,"Skill Development / Learning, Salary & Benefits",Promotions / Appraisal
746,Atul,4.0,Chemicals | 1k-5k Employees | Public | 77 years old | Valsad +53 more,"Job Security, Work Life Balance, Skill Development / Learning",Promotions / Appraisal
747,Fresenius Kabi,4.2,Pharma | 1k-5k Employees | 112 years old | Pune +59 more,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal
748,Gujarat Fluorochemicals,4.2,Chemicals | 1k-5k Employees | Fortune India 500 | 37 years old | Noida +24 more,"Job Security, Skill Development / Learning, Work Life Balance",--
749,Nexa,4.1,Automobile | 1k-5k Employees | 9 years old | Delhi/NCR +185 more,Skill Development / Learning,"Job Security, Promotions / Appraisal"
750,ANZ Banking Group,4.2,Financial Services | 5k-10k Employees | Forbes Global 2000 | 17 years old | Melbourne +15 more,"Job Security, Company Culture, Work Life Balance",--
751,The Jaypee Group,3.9,Engineering & Construction | 10k-50k Employees | Public | 45 years old | Noida +93 more,Job Security,"Promotions / Appraisal, Salary & Benefits"
752,Vestas,4.3,Power | 1k-5k Employees | Forbes Global 2000 | 79 years old | Aarhus +43 more,"Company Culture, Work Life Balance, Skill Development / Learning",--
753,Altisource,3.6,Real Estate | 1k-5k Employees | 17 years old | Bangalore/Bengaluru +9 more,--,"Job Security, Promotions / Appraisal, Skill Development / Learning"
754,Amneal Pharmaceuticals,4.3,Pharma | 5k-10k Employees | 22 years old | Bridgewater +24 more,"Work Life Balance, Job Security, Company Culture",--
755,FOCUS EDUMATICS,3.4,EdTech | 5k-10k Employees | 25 years old | Bangalore/Bengaluru +17 more,--,"Promotions / Appraisal, Job Security, Salary & Benefits"
756,Amara Raja Energy & Mobility,4.3,Auto Components | 5k-10k Employees | Fortune India 500 | 39 years old | Tirupati +64 more,"Job Security, Skill Development / Learning, Work Life Balance",--
757,Vibgyor High School,3.8,Education & Training | 1k-5k Employees | 20 years old | Mumbai +27 more,--,"Promotions / Appraisal, Job Security"
758,Luminous Power Technologies,4.2,Consumer Electronics & Appliances | 1k-5k Employees | 36 years old | Gurgaon/Gurugram +110 more,"Company Culture, Work Life Balance, Job Security",--
759,Eureka Outsourcing Solutions,3.1,BPO | 1k-5k Employees | 22 years old | Thane +18 more,--,"Salary & Benefits, Promotions / Appraisal, Work Satisfaction"
760,Eureka Outsourcing Solutions,3.1,BPO | 1k-5k Employees | 22 years old | Thane +18 more,--,"Salary & Benefits, Promotions / Appraisal, Work Satisfaction"
761,Indegene,3.7,Analytics & KPO | 1k-5k Employees | 26 years old | Princeton +21 more,--,"Promotions / Appraisal, Work Satisfaction"
762,iSON Xperiences,3.6,BPO | 5k-10k Employees | 13 years old | Lagos +33 more,--,"Promotions / Appraisal, Salary & Benefits, Job Security"
763,K12 Techno Services,3.0,EdTech | 1k-5k Employees | 14 years old | Bangalore/Bengaluru +32 more,--,"Job Security, Promotions / Appraisal, Company Culture"
764,Tata AutoComp Systems,3.9,Auto Components | 1k-5k Employees | Public | 26 years old | Pune +31 more,"Job Security, Skill Development / Learning",Promotions / Appraisal
765,Videocon d2h,3.9,Internet | 501-1k Employees | Public | 15 years old | Mumbai +129 more,"Skill Development / Learning, Company Culture","Job Security, Promotions / Appraisal, Salary & Benefits"
766,Hitachi Astemo,4.1,Auto Components | 1k-5k Employees | Neemrana +33 more,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
767,CreditAccess Grameen,4.3,NBFC | 10k-50k Employees | Public | 25 years old | Bangalore/Bengaluru +246 more,"Job Security, Company Culture, Skill Development / Learning",--
768,Wistron,3.9,Electronics Manufacturing | 1k-5k Employees | Forbes Global 2000 | 23 years old | Taipei +18 more,Job Security,"Promotions / Appraisal, Salary & Benefits"
769,Medhaj Techno Concept,4.3,Other | 1k-5k Employees | 17 years old | Lucknow +140 more,"Company Culture, Skill Development / Learning, Work Life Balance",--
770,GAIL,4.5,Oil & Gas | 1k-5k Employees | Fortune India 500 | 40 years old | Delhi/NCR +91 more,"Work Life Balance, Company Culture, Skill Development / Learning",--
771,TELUS International Philippines,3.8,IT Services & Consulting | 1k-5k Employees | Startup | 19 years old | Pasig City +15 more,Work Life Balance,Promotions / Appraisal
772,Infogain,3.7,IT Services & Consulting | 1k-5k Employees | 34 years old | Los Gatos +15 more,--,"Promotions / Appraisal, Salary & Benefits"
773,Tenneco,3.8,Auto Components | 1k-5k Employees | Forbes Global 2000 | 84 years old | Lake Forest +35 more,--,"Promotions / Appraisal, Salary & Benefits, Job Security"
774,Johnson Lifts,4.2,Industrial Machinery | 5k-10k Employees | 43 years old | Chennai +67 more,"Job Security, Skill Development / Learning, Work Life Balance",--
775,IndiaFirst Life Insurance,4.2,Insurance | 1k-5k Employees | 15 years old | Mumbai +176 more,"Salary & Benefits, Company Culture, Work Life Balance",--
776,Kantar,3.7,Analytics & KPO | 5k-10k Employees | 16 years old | London +34 more,--,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
777,Consolidated Contractors,4.5,Engineering & Construction | 1k-5k Employees | Public | 72 years old | Marousi +50 more,"Work Satisfaction, Company Culture, Skill Development / Learning",--
778,Continental Automotive Components,4.2,Auto Components | 5k-10k Employees | 153 years old | Lower Saxony +19 more,"Job Security, Company Culture, Work Life Balance",--
779,Patanjali Foods,4.1,FMCG | 5k-10k Employees | Public | 38 years old | Mumbai +146 more,"Work Life Balance, Job Security",Promotions / Appraisal
780,Wind World,3.9,Power | 5k-10k Employees | 30 years old | Mumbai +62 more,"Job Security, Work Life Balance, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits"
781,Jio Platforms,3.7,IT Services & Consulting | 5k-10k Employees | Navi Mumbai +67 more,Job Security,"Promotions / Appraisal, Salary & Benefits, Company Culture"
782,Eaton Corporation,4.0,Power | 5k-10k Employees | Public | 113 years old | Cleveland +18 more,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal
783,PharmEasy,3.7,Internet | 1k-5k Employees | Indian Unicorn | 9 years old | Mumbai +56 more,--,"Job Security, Promotions / Appraisal"
784,Infinx,3.6,Software Product | 1k-5k Employees | 12 years old | Mumbai +27 more,--,"Promotions / Appraisal, Salary & Benefits"
785,Piaggio,3.7,Automobile | 1k-5k Employees | 140 years old | Pontedera +68 more,--,"Promotions / Appraisal, Job Security, Salary & Benefits"
786,Bajaj Motors,4.0,Auto Components | 501-1k Employees | 38 years old | Gurgaon +66 more,Skill Development / Learning,Promotions / Appraisal
787,AIIMS,4.2,Healthcare | 10k-50k Employees | 68 years old | Delhi/NCR +50 more,"Skill Development / Learning, Work Satisfaction, Work Life Balance",Promotions / Appraisal
788,Bharat Sanchar Nigam,4.0,Telecom | 50k-1 Lakh Employees | Central | 24 years old | Delhi/NCR +208 more,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits"
789,CSB Bank,3.4,Banking | 1k-5k Employees | 104 years old | Thrissur/Trichur +152 more,--,"Promotions / Appraisal, Company Culture, Work Satisfaction"
790,Mahindra CIE Automotive,3.8,Auto Components | 1k-5k Employees | Public | 25 years old | Mumbai +37 more,--,"Promotions / Appraisal, Job Security, Company Culture"
791,Intertek,3.8,Other | 1k-5k Employees | 27 years old | London +81 more,--,"Promotions / Appraisal, Salary & Benefits"
792,Godrej Consumer Products,4.3,FMCG | 1k-5k Employees | Public | 23 years old | Mumbai +109 more,"Work Life Balance, Company Culture, Skill Development / Learning",Promotions / Appraisal
793,JW Marriott,4.1,Hospitality | 1k-5k Employees | 97 years old | Bethesda +38 more,"Job Security, Skill Development / Learning, Company Culture",--
794,Godrej Properties,3.7,Real Estate | 1k-5k Employees | Public | 34 years old | Mumbai +27 more,Job Security,"Promotions / Appraisal, Work Satisfaction, Work Life Balance"
795,PNB Housing Finance,3.9,Financial Services | 1k-5k Employees | Public | 36 years old | Delhi/NCR +113 more,Job Security,Promotions / Appraisal
796,Gannon Dunkerley & Co.,3.9,Engineering & Construction | 1k-5k Employees | 100 years old | Mumbai +66 more,--,"Salary & Benefits, Promotions / Appraisal"
797,TE Connectivity,4.1,Electronics Manufacturing | 1k-5k Employees | Forbes Global 2000 | 83 years old | Schaffhausen +13 more,"Company Culture, Work Life Balance, Job Security",--
798,Zf Rane Automotive,4.1,Auto Components | 1k-5k Employees | Chennai +45 more,"Skill Development / Learning, Work Satisfaction",Promotions / Appraisal
799,TUV SUD,4.0,Other | 1k-5k Employees | 158 years old | Munich +93 more,--,Promotions / Appraisal
800,Jaquar,4.1,Building Material | 10k-50k Employees | 64 years old | Gurgaon +83 more,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal
801,Automotive Manufacturers,4.2,Automobile | 10k-50k Employees | 76 years old | Mumbai +119 more,"Job Security, Skill Development / Learning, Work Life Balance",--
802,Mondelez International,4.4,Food Processing | 1k-5k Employees | Forbes Global 2000 | 12 years old | Greater Chicago Area +135 more,"Salary & Benefits, Company Culture, Job Security",--
803,Sahara India Pariwar,3.8,Broadcasting | 5k-10k Employees | Conglomerate | 46 years old | Lucknow +220 more,--,"Promotions / Appraisal, Salary & Benefits"
804,Spencer's Retail,3.9,Retail | 1k-5k Employees | Public | 161 years old | Kolkata +56 more,Job Security,Promotions / Appraisal
805,Karma Ayurveda,4.5,Healthcare | 51-200 Employees | New Delhi +3 more,"Work Life Balance, Work Satisfaction, Promotions / Appraisal",--
806,Slk Software Services,3.6,IT Services & Consulting | 1k-5k Employees | 24 years old | Bangalore/Bengaluru +10 more,--,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
807,JSW Cement,4.1,Building Material | 1k-5k Employees | Conglomerate | 15 years old | Mumbai +109 more,"Job Security, Salary & Benefits, Company Culture",--
808,Adobe,4.2,Software Product | 5k-10k Employees | Public | 27 years old | San Jose +14 more,"Company Culture, Work Life Balance, Job Security",--
809,Apexon,3.4,IT Services & Consulting | 1k-5k Employees | 28 years old | Santa Clara +15 more,--,"Promotions / Appraisal, Job Security, Salary & Benefits"
810,IIFL SAMASTA,4.1,NBFC | 10k-50k Employees | Bangalore / Bengaluru +263 more,"Skill Development / Learning, Job Security",--
811,Punj Lloyd,4.3,Engineering & Construction | 5k-10k Employees | Public | 42 years old | Gurgaon/Gurugram +70 more,"Work Life Balance, Company Culture, Work Satisfaction",--
812,Worley,4.1,Engineering & Construction | 5k-10k Employees | 53 years old | North Sydney +42 more,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal
813,Capri Global Capital,3.7,NBFC | 1k-5k Employees | Public | 27 years old | Mumbai +214 more,--,"Job Security, Promotions / Appraisal, Work Satisfaction"
814,Dhoot Transmission,3.7,Power | 201-500 Employees | 26 years old | Mumbai +29 more,--,"Promotions / Appraisal, Salary & Benefits, Job Security"
815,Petrofac,4.4,Engineering & Construction | 1k-5k Employees | 43 years old | Jermyn Street +37 more,"Salary & Benefits, Company Culture, Work Satisfaction",--
816,Morningstar,3.9,Financial Services | 1k-5k Employees | 40 years old | Chicago +16 more,"Company Culture, Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits"
817,Siemens Gamesa Renewable Energy,4.1,Power | 1k-5k Employees | 48 years old | Chennai +56 more,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal
818,Hinduja Leyland Finance,4.1,NBFC | 1k-5k Employees | 18 years old | Chennai +226 more,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal
819,R Systems International,3.4,IT Services & Consulting | 1k-5k Employees | Public | 31 years old | El Dorado Hills +15 more,--,"Job Security, Promotions / Appraisal, Skill Development / Learning"
820,Sonata Software,3.7,IT Services & Consulting | 1k-5k Employees | Public | 38 years old | Bangalore/Bengaluru +12 more,--,"Promotions / Appraisal, Salary & Benefits"
821,NSH,3.7,Engineering & Construction | 501-1k Employees | 46 years old | Al Jubail +43 more,Job Security,"Company Culture, Promotions / Appraisal, Salary & Benefits"
822,Tikona Infinet,3.7,Telecom | 1k-5k Employees | 16 years old | Mumbai +46 more,--,"Promotions / Appraisal, Salary & Benefits, Job Security"
823,Hatsun Agro Product,4.0,Food Processing | 5k-10k Employees | Public | 54 years old | Chennai +100 more,Skill Development / Learning,--
824,Serco,4.4,Analytics & KPO | 5k-10k Employees | 36 years old | Hook +39 more,"Work Life Balance, Work Satisfaction, Company Culture",--
825,Coca-Cola Company,4.3,Beverage | 5k-10k Employees | Forbes Global 2000 | 138 years old | Atlanta +162 more,"Skill Development / Learning, Company Culture, Work Life Balance",--
826,Nielsen,3.8,Analytics & KPO | 1k-5k Employees | 101 years old | New York City +72 more,"Company Culture, Work Life Balance","Promotions / Appraisal, Salary & Benefits"
827,Viraj Profiles,3.8,Iron & Steel | 1k-5k Employees | 24 years old | Mumbai +21 more,--,"Promotions / Appraisal, Company Culture, Salary & Benefits"
828,Podar International School,4.3,Education & Training | 5k-10k Employees | 97 years old | Mumbai +105 more,"Skill Development / Learning, Job Security, Company Culture",--
829,Thyrocare Technologies,3.5,Healthcare | 1k-5k Employees | Public | 28 years old | Mumbai +61 more,--,"Promotions / Appraisal, Job Security, Salary & Benefits"
830,Shriram Life Insurance,3.8,Insurance | 1k-5k Employees | Conglomerate | 19 years old | Hyderabad/Secunderabad +216 more,Work Life Balance,Promotions / Appraisal
831,Urban Company,3.6,Internet | 1k-5k Employees | Indian Unicorn | 9 years old | Gurgaon +51 more,--,"Job Security, Promotions / Appraisal, Work Life Balance"
832,Decathlon,4.0,Retail | 1k-5k Employees | 48 years old | Lille +63 more,"Skill Development / Learning, Company Culture, Job Security","Work Life Balance, Promotions / Appraisal"
833,Strides Pharma,3.9,Pharma | 201-500 Employees | Public | 34 years old | Bangalore/Bengaluru +30 more,Skill Development / Learning,"Job Security, Promotions / Appraisal"
834,HPCL-Mittal Energy Limited,4.3,Petrochemicals | 1k-5k Employees | 17 years old | Noida +26 more,"Job Security, Salary & Benefits, Company Culture",--
835,iQor Global Services,3.5,BPO | 1k-5k Employees | 26 years old | Saint Petersburg +50 more,--,"Promotions / Appraisal, Job Security, Skill Development / Learning"
836,Episource,3.8,IT Services & Consulting | 1k-5k Employees | 18 years old | Gardena +13 more,"Job Security, Company Culture",Promotions / Appraisal
837,Arvind Lifestyle Brands,4.2,Retail | 201-500 Employees | Bangalore / Bengaluru +85 more,"Skill Development / Learning, Company Culture, Work Life Balance",--
838,OpenText Technologies,3.9,Software Product | 1k-5k Employees | 33 years old | Waterloo +9 more,"Work Life Balance, Company Culture",Promotions / Appraisal
839,Atos Global IT Solutions And Services,4.0,IT Services & Consulting | 5k-10k Employees | 24 years old | Navi Mumbai +16 more,"Work Life Balance, Job Security, Skill Development / Learning",--
840,JK Lakshmi Cement,3.9,Building Material | 1k-5k Employees | Public | 42 years old | Delhi/NCR +113 more,--,--
841,Mando Automotive,3.9,Auto Components | 1k-5k Employees | Fortune India 500 | 18 years old | Kanchipuram +18 more,"Skill Development / Learning, Job Security","Promotions / Appraisal, Salary & Benefits"
842,Airtel Payments Bank,4.2,FinTech | 501-1k Employees | Public | 8 years old | Delhi/NCR +225 more,"Skill Development / Learning, Company Culture, Work Life Balance",--
843,RBL FinServe,4.1,Financial Services | 5k-10k Employees | 19 years old | Mumbai +276 more,"Salary & Benefits, Skill Development / Learning, Work Satisfaction",--
844,Kirloskar Oil Engines,4.2,Industrial Machinery | 1k-5k Employees | Public | 78 years old | Pune +83 more,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal
845,FastInfo,4.3,EdTech | 501-1k Employees | Startup | 5 years old | Kolkata +7 more,"Skill Development / Learning, Company Culture, Work Life Balance",--
846,PNC Infratech,4.0,Engineering & Construction | 5k-10k Employees | Public | 25 years old | Delhi/NCR +74 more,Job Security,Promotions / Appraisal
847,Amazon Logistics,4.3,Logistics | 51-200 Employees | Hyderabad / Secunderabad +115 more,"Company Culture, Skill Development / Learning, Salary & Benefits",--
848,Sunknowledge Services,4.0,BPO | 1k-5k Employees | 18 years old | New York +11 more,"Job Security, Skill Development / Learning, Work Satisfaction",--
849,Bajaj Housing Finance,3.9,NBFC | 1k-5k Employees | 16 years old | Pune +120 more,--,"Work Life Balance, Company Culture, Work Satisfaction"
850,MDIndia Health Insurance TPA,3.8,Insurance | 5k-10k Employees | 24 years old | Pune +76 more,--,"Promotions / Appraisal, Salary & Benefits"
851,Sri Chaitanya Educational Institutions,3.8,Education & Training | 50k-1 Lakh Employees | 38 years old | Hyderabad/Secunderabad +83 more,--,"Salary & Benefits, Promotions / Appraisal, Work Life Balance"
852,Kendriya Vidyalaya Sangathan,4.4,Education & Training | 10k-50k Employees | Public | 61 years old | Delhi/NCR +208 more,"Skill Development / Learning, Company Culture, Work Life Balance","Job Security, Promotions / Appraisal"
853,Shubham Housing Development Finance,4.0,NBFC | 1k-5k Employees | 14 years old | Gurgaon +111 more,"Job Security, Skill Development / Learning, Company Culture",--
854,iMerit,3.8,Software Product | 1k-5k Employees | Startup | 12 years old | Kolkata +10 more,Work Life Balance,"Promotions / Appraisal, Salary & Benefits"
855,Onward Technologies Inc,3.2,Software Product | 1k-5k Employees | Public | 33 years old | Mumbai +61 more,--,"Job Security, Promotions / Appraisal, Skill Development / Learning"
856,Altimetrik,3.9,IT Services & Consulting | 1k-5k Employees | 12 years old | Southfield +10 more,"Work Life Balance, Salary & Benefits, Company Culture",--
857,V5 Global Services,3.9,Recruitment | 10k-50k Employees | 19 years old | Delhi/NCR +154 more,--,Promotions / Appraisal
858,Ion Exchange India,3.9,Waste Management | 1k-5k Employees | Public | 60 years old | Mumbai +86 more,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits"
859,Parexel International,4.0,Healthcare | 1k-5k Employees | 42 years old | Massachusetts +12 more,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal
860,Jubilant Pharmova,4.0,Pharma | 1k-5k Employees | Public | 46 years old | Noida +53 more,Salary & Benefits,--
861,BGR Energy Systems,3.9,Engineering & Construction | 1k-5k Employees | Public | 39 years old | Chennai +49 more,Work Life Balance,"Promotions / Appraisal, Salary & Benefits"
862,Aarvee Associates,4.0,Engineering & Construction | 1k-5k Employees | 35 years old | Hyderabad/Secunderabad +126 more,--,Promotions / Appraisal
863,Barbeque Nation,4.0,Hospitality | 5k-10k Employees | 18 years old | Bangalore/Bengaluru +69 more,"Company Culture, Job Security, Skill Development / Learning",--
864,Volkswagen,4.2,Automobile | 1k-5k Employees | Forbes Global 2000 | 23 years old | Mumbai +95 more,"Work Life Balance, Company Culture, Skill Development / Learning",--
865,Rockman Industries,3.9,Auto Components | 1k-5k Employees | 64 years old | Delhi/NCR +30 more,Skill Development / Learning,--
866,Jacobs Engineering Group,4.1,Engineering & Construction | 1k-5k Employees | Forbes Global 2000 | 77 years old | Dallas +33 more,"Work Life Balance, Company Culture, Job Security",--
867,XcelServ Solutions,4.6,IT Services & Consulting | 501-1k Employees | 13 years old | Las Vegas +35 more,"Work Life Balance, Job Security, Salary & Benefits",--
868,NTT DATA Business Solutions,3.8,IT Services & Consulting | 1k-5k Employees | Bangalore / Bengaluru +24 more,--,Promotions / Appraisal
869,Evision Technoserve,4.7,Recruitment | 51-200 Employees | 12 years old | Delhi/NCR +63 more,"Company Culture, Work Life Balance, Work Satisfaction",--
870,The Ramco Cements,4.3,Building Material | 1k-5k Employees | Public | 63 years old | Chennai +91 more,"Job Security, Company Culture, Work Life Balance",--
871,DCM Shriram,4.2,Chemicals | 5k-10k Employees | Public | 34 years old | Delhi/NCR +73 more,"Job Security, Company Culture, Work Life Balance",--
872,Intel,4.3,Semiconductors | 10k-50k Employees | Public | 56 years old | Santa Clara +32 more,"Work Life Balance, Company Culture, Work Satisfaction",--
873,Novo Nordisk,4.1,Pharma | 1k-5k Employees | Forbes Global 2000 | 101 years old | New York City +64 more,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal
874,Chetu,3.3,Software Product | 1k-5k Employees | 24 years old | Sunrise +7 more,--,"Job Security, Work Life Balance, Salary & Benefits"
875,Edelweiss Tokio Life Insurance,3.9,Insurance | 1k-5k Employees | 13 years old | Mumbai +114 more,--,--
876,Softenger,4.3,IT Services & Consulting | 501-1k Employees | 25 years old | Pune +30 more,"Company Culture, Work Life Balance, Work Satisfaction",--
877,Power Grid Corporation of India,4.4,Power | 5k-10k Employees | Fortune India 500 | 35 years old | Gurgaon/Gurugram +184 more,"Salary & Benefits, Company Culture, Work Life Balance",--
878,Vertex Customer Solutions,3.6,IT Services & Consulting | 5k-10k Employees | 14 years old | Panchkula +32 more,--,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
879,OM Logistics,4.1,Logistics | 1k-5k Employees | 25 years old | Delhi/NCR +101 more,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal
880,1point1 Solutions,3.4,BPO | 5k-10k Employees | Public | 16 years old | Navi Mumbai +14 more,--,"Salary & Benefits, Promotions / Appraisal, Work Satisfaction"
881,Lemon Tree Hotels,4.2,Hospitality | 5k-10k Employees | Public | 22 years old | Delhi/NCR +63 more,"Job Security, Skill Development / Learning, Company Culture",--
882,Vistaar Finance,4.2,NBFC | 1k-5k Employees | 14 years old | Bengaluru/Bangalore +166 more,"Company Culture, Salary & Benefits, Skill Development / Learning",--
883,ReNew,4.3,Power | 1k-5k Employees | 13 years old | Gurgaon +75 more,"Job Security, Company Culture, Work Life Balance",--
